Class Title,Attribute/Class/Definition/Priority Complete,Description Abbreviation ,Class Matches Library,Attribute Name,Order for Description,"Type (List,MultilineString,Date,Boolean,Integer,Real)","Dimensions (Unit)
AKA Measurement Type",Preferred Unit,"Is Multivalue (True,False)",Description,Default Value,Authorized Values (comma delimited),Authorized Abbreviation (comma delimited),Minimum (inclusive),Maximum (inclusive),"Required (True,False)"
Starter Rod,,,FALSE,Thread Size,1,List,,,FALSE,,,"Firestick 600, Firestick 700, etc.","FIRESTICK600, FIRESTICK700",,,
Strap,3,STRP,TRUE,Length,,Real,Length,Inch,FALSE,,,,,,,
Strap,3,STRP,TRUE,Strap Type ,1,List,,,,,,,,,,
Strap,3,STRP,TRUE,Strap Material,2,List,,,FALSE,,,"Steel, Plastic, Fabric, ","STL, PLSTC, FABRIC",,,
Strap,3,STRP,TRUE,Strap Width,,Real,,,,,,,,,,
Sub Saver,,,FALSE,Drill Rod Size,2,Real,,Inch,FALSE,,,,,,,
Sub Saver,,,FALSE,Length,3,Real,Length,Inch,FALSE,,,,,,,
Sub Saver,,,FALSE,Thread Size,1,List,,,FALSE,,,"Firestick 600, Firestick 700, etc.","FIRESTICK600, FIRESTICK700",,,
Teeth,3,TEETH,FALSE,Teeth Direction,2,List,,,FALSE,,,"Left, Right, Straight","LH, RH, STR",,,
Teeth,3,TEETH,FALSE,Teeth Edge Style,3,List,,,FALSE,,,"Single, Double","SGL, DBL",,,
Teeth,3,TEETH,FALSE,Length,,Real,Length,Inch,FALSE,,,,,,,
Teeth,3,TEETH,FALSE,Teeth Style,1,List,,,FALSE,,,"YellowJacket, etc",YELJKT,,,
Temperature Switch,3,"SW,TEMP",TRUE,Logic,,List,,,,,,"N.O., N.C.","NO, NC",,,TRUE
Temperature Switch,3,"SW,TEMP",TRUE,Temp Mnt Type,1,List,,,,,,"1/4-18, 3/8-18, 1/2-14, 9/16-18, M18X1.5, 3/4-16, 3/4-16","1_4-18, 3_8-18, 1_2-14, 9_16-18, M18X1.5, 3_4-16, 3_4-16",,,
Temperature Switch,3,"SW,TEMP",TRUE,Temp Set Point,2,Real,Temperature,Fahrenheit,TRUE,,,,,,,TRUE
Terminal,2,ELECTERM,TRUE,Terminal Size,1,List,,,,,,"#10, #8, #6, 1/4, 5/16, 3/8, 7/16, 1/2, 5/8, 3/4, BATTERY","#10, #8, #6, 1_4, 5_16, 3_8, 7_16, 1_2, 5_8, 3_4, BTRY",,,
Terminal,2,ELECTERM,TRUE,Terminal Wire Size,3,List,,,,,,"20, 18, 16, 14, 12, 10, 8, 6, 4, 2, 1, 1/0, 2/0, 3/0, 4/0","20, 18, 16, 14, 12, 10, 8, 6, 4, 2, 1, 1_0, 2_0, 3_0, 4_0",,,
Terminal,2,ELECTERM,TRUE,Terminal Polarity,,List,,,,,,"Positive, Negative","POS, NEG",,,
Terminal,2,ELECTERM,TRUE,Terminal Type,2,List,,,,,,"Straight, Bent, Blade, Bullet, Elbow, Clamp","STR, BENT, BL, BULL, ELB, CLAMP",,,
Tire,2,TIRE,TRUE,Section Width,,Real,Length,Inch,,,,,,,,
Tire,2,TIRE,TRUE,Side Wall Aspect Ratio,,Real,,,,,,,,,,
Tire,2,TIRE,TRUE,Wheel Diameter,,Real,Diameter,Inch,,,,,,,,
Toolbox,2,TOOLBOX,TRUE,Toolbox Color,,List,,,FALSE,,,"Black, White, Gray, Chrome","BLK, WHT, GRY, CR",,,FALSE
Toolbox,2,TOOLBOX,TRUE,Toolbox Depth,,Real,Length,Inch,FALSE,,,,,,,TRUE
Toolbox,2,TOOLBOX,TRUE,Toolbox Height,,Real,Length,Inch,FALSE,,,,,,,TRUE
Toolbox,2,TOOLBOX,TRUE,Toolbox Width,,Real,Length,Inch,FALSE,,,,,,,TRUE
Track,2,TRACK,TRUE,Track Type,1,List,,,FALSE,,,"Chain Drive, Positive Drive, Friction Drive, N/A","CHNDR, POSDR, FRICTDR, NA",,,
Track,2,TRACK,TRUE,Rubber Track Tread,2,List,,,FALSE,,,"Standard Block, C-Lug, Straight Bar, Multi-Bar","STDBLK, CLUG, STRBAR, MULTIBAR",,,
Track,2,TRACK,TRUE,Track Length,,Real,Length,Inch,FALSE,,,,,,,
Track,2,TRACK,TRUE,Track Pitch,,Real,Distance,Inch,FALSE,,,,,,,
Track,2,TRACK,TRUE,Track Width,,Real,Length,Inch,FALSE,,,,,,,
Trailer Coupler,2,TRLRCPLR,TRUE,Coupler Type,1,List,,,FALSE,,,"Channel Mount, Pintle, 5th Wheel, Gooseneck ","CHNLMT, PTL, 5WHL, GSNK",,,
Trailer Coupler,2,TRLRCPLR,TRUE,Coupler Load Capacity,2,Real,Weight,Pound,FALSE,,,,,,,
Tube,3,TUBE,TRUE,Tube Type,1,List,,,,,,"Jacket Water, Intake, CAC","JW, INTK, CAC",,,
Tube,3,TUBE,TRUE,Tube Material Code,2,List,,,,,,,,,,
Tube,3,TUBE,TRUE,Tube OD,,Real,Diameter,,,,,,,,,
Tube,3,TUBE,TRUE,Tube Wall Thickness,,Real,Length,,,,,,,,,
Tube,3,TUBE,TRUE,Max Pressure,,Real,Pressure,PSI,FALSE,,,,,,,
Tube,3,TUBE,TRUE,Tube Connection Size,,List,,,,,,"2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64, NA","2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64, NA",,,
Tube,3,TUBE,TRUE,Tube Sealing Type,,List,,,,,,"JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, NA","JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, NA",,,
Tube,3,TUBE,TRUE,Tube End Style,,List,,,,,,"Male Braze On, Female Swivel Braze On, Parflange, Male Bulkhead Braze On, Saddle, Flare, N/A","MBRZ, FSWVLBRZ, PARFLG, MBHD, BRZ, SDL, FLRD, NA",,,
Tube,3,TUBE,TRUE,Tube Size,,List,,,,,,"2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64, NA","2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64, NA",,,
U-Bolt,3,UBOLT,TRUE,U-Bolt Inside Width,,Real,Length,Inch,FALSE,,,,,,,TRUE
U-Bolt,3,UBOLT,TRUE,U-Bolt Height,,Real,Length,Inch,FALSE,,,,,,,TRUE
U-Bolt,3,UBOLT,TRUE,U-Bolt Shape,,List,,,FALSE,,,"Round, Square","RND, SQ ",,,TRUE
U-Bolt,3,UBOLT,TRUE,U-Bolt Mounting Plate,,List,,,FALSE,,,"None, Flat, Muffler-style","NONE, FLAT, MUF",,,TRUE
U-Bolt,3,UBOLT,TRUE,U-Bolt Finish,,List,,,FALSE,,,"Zinc Plated, Galvanized, Black Oxide, Chrome Plated","ZINCPLD, GALV, BLKOX, CRPLD",,,TRUE
U-Bolt,3,UBOLT,TRUE,U-Bolt Vibration-Damping,,Boolean,,,FALSE,,,"Dampening, No Dampening","DPG, NODPG",,,TRUE
U-Joint,3,UJT,TRUE,U-Joint End Joint 1 Type,,List,,,,,,"Hooke, Double-Hooke, Birfield","HOOK, DBLHOOK, BIRFIELD",,,
U-Joint,3,UJT,TRUE,U-Joint End Joint 2 Type,,List,,,,,,"Hooke, Double-Hooke, Birfield","HOOK, DBLHOOK, BIRFIELD",,,
U-Joint,3,UJT,TRUE,U-Joint Max Angle,,Real,Angle,Degree,,,,,,,,
U-Joint,3,UJT,TRUE,U-Joint Max Speed,,Real,Angular Velocity,RPM,,,,,,,,
U-Joint,3,UJT,TRUE,U-Joint Max Torque,,Real,,,,,,,,,,
U-Joint,3,UJT,TRUE,Length,,Real,Length,Inch,FALSE,,,,,,,
U-Joint,3,UJT,TRUE,U-Joint Shaft Diameter,,Real,,,,,,,,,,
Valve,2,VALVE,TRUE,Valve Control Type,,List,,,FALSE,,,"Manual, Diaphragm, Solenoid, N/A","MNL, DIAPH, SOL, NA",,,
Valve,2,VALVE,TRUE,Valve No. of Ports,,Integer,,,FALSE,,,,,,,
Valve,2,VALVE,TRUE,Valve No. of Sections,,Integer,,,FALSE,,,,,,,
Valve,2,VALVE,TRUE,Max Pressure,,Real,Pressure,PSI,FALSE,,,,,,,
Valve,2,VALVE,TRUE,Valve Type,1,List,,,FALSE,,,"Drainage, Ball, Needle, Check, Custom, Directional, Flow Control, Pressure Relief, Sectional Assembly, Section ","DR, BALL, NDL, CV, CUST, DIR, FCONT, PRESSRLF, SECTASSY, SECT",,,
Valve Assembly,,,FALSE,Control Type,1,List,,,,,,,,,,
Valve Assembly,,,FALSE,Maximum Rated Flow,,Real,Flow,GPM,,,,,,,,
Valve Assembly,,,FALSE,Max Rated Working Pressure,,Real,Pressure,PSI,FALSE,,,,,,,
Valve Assembly,,,FALSE,Number of Sections/Cartridges,,Integer,,,FALSE,,,,,,,
Valve Assembly,,,FALSE,Number of Working Ports,,Integer,,,FALSE,,,,,,,
Valve Assembly,,,FALSE,Open Loop VS Closed Loop,,Boolean,,,,,,,,,,
Valve Cartridge,2,VSRTG,TRUE,Valve Type,1,List,,,FALSE,,,"Check, Direction Control, Flow Control, Pressure Relief","CV, DIRCONT, FCONT, PRESSRLF",,,
Valve Component,,,FALSE,Max Rated Working Pressure,,Real,Pressure,PSI,FALSE,,,,,,,
Valve Manifold,2,VMANF,TRUE,Valve Manifold Type,1,List,,,FALSE,,,"Off The Shelf, Custom, Return","COTS, CUST, RTN",,,
Valve Manifold,2,VMANF,TRUE,No. of Manifold Ports ,,Integer,,,FALSE,,,,,,,
Valve Section,,,FALSE,Control Type,1,,,,,,,,,,,
Valve Section,,,FALSE,Maximum Rated Flow,,,,,,,,,,,,
Valve Section,,,FALSE,Number of Working Ports,,,,,,,,,,,,
Valve Section,,,FALSE,Port Sealing Type,,,,,,,,,,,,
Valve Section,,,FALSE,Port Size,,,,,,,,,,,,
Valve Section,,,FALSE,Seal Kit Type,,,,,,,,,,,,
Valve Section,,,FALSE,Section Type,,,,,,,,,,,,
Vibration Isolator,2,VIBISLN,TRUE,Isolator Mat. Hardness,2,Real,Hardness,Shore Durometer,FALSE,,,,,,,TRUE
Vibration Isolator,2,VIBISLN,TRUE,Isolator Type,1,List,,,FALSE,,,"2 Piece, Cone, Hydraulic, Hydro-Cone","2PC, CONE, HYDR, HYDROCONE",,,TRUE
Vibration Isolator,2,VIBISLN,TRUE,Isolator Max Load,,Real,Force,,FALSE,,,,,,,TRUE
Vise Jaw,3,VISEJAW,FALSE,Vise Jaw Drill Rod Size,4,Real,,Inch,FALSE,,,,,,,
Vise Jaw,3,VISEJAW,FALSE,Vise Jaw Pattern,2,List,,,FALSE,,,"Standard, diamond","STD, DMD",,,
Vise Jaw,3,VISEJAW,FALSE,Vise Jaw Side,3,List,,,,,,"Stationary, Cylinder","STA, CYL",,,
Vise Jaw,3,VISEJAW,FALSE,Vise Jaw Style,1,List,,,FALSE,,,"Jaw, Block, Insert","JAW, BLK, INSR",,,
Voltage Fuel Level Sensor,3,"SNSR,VFUELLVL",TRUE,Length,1,Real,Length,Inch,FALSE,,,,,,,
Voltage Fuel Level Sensor,3,"SNSR,VFUELLVL",TRUE,VF Max Output Voltage,,Real,Voltage,V,FALSE,,,,,,,TRUE
Voltage Fuel Level Sensor,3,"SNSR,VFUELLVL",TRUE,VF Max Supply Voltage,,Real,Voltage,V,FALSE,,,,,,,
Voltage Fuel Level Sensor,3,"SNSR,VFUELLVL",TRUE,VF Min Output Voltage,,Real,Voltage,V,FALSE,,,,,,,
Voltage Fuel Level Sensor,3,"SNSR,VFUELLVL",TRUE,VF Min Supply Voltage,,Real,Voltage,V,FALSE,,,,,,,
Voltage Temperature Sensor,3,"SNSR,VTEMP",TRUE,VT Max Output Voltage,,Real,Voltage,V,TRUE,,,,,,,FALSE
Voltage Temperature Sensor,3,"SNSR,VTEMP",TRUE,Temp Sensing Temperature,,Real,Temperature,Fahrenheit,TRUE,,,,,,,TRUE
Voltage Temperature Sensor,3,"SNSR,VTEMP",TRUE,VT Min Output Voltage,,Real,Voltage,V,TRUE,,,,,,,
Voltage Temperature Sensor,3,"SNSR,VTEMP",TRUE,Temp Min Sensing Temperature,,Real,Temperature,Fahrenheit,TRUE,,,,,,,
Voltage Temperature Sensor,3,"SNSR,VTEMP",TRUE,VT Mounting Type,1,List,,,,,,"1/2-14, 9/16-18, M18X1.5, 3/4-16","1_2-14, 9_16-18, M18X1.5, 3_4-16",,,
Wash Gun,3,,TRUE,Inlet Pipe Size,,Real,Diameter,Inch,FALSE,,,,,,,TRUE
Wash Gun,3,,TRUE,Max Flow Rate,,Real,Volume,GPM,FALSE,,,,,,,TRUE
Wash Gun,3,,TRUE,Max Pressure,,Real,Pressure,PSI,FALSE,,,,,,,TRUE
Wash Gun,3,,TRUE,Max Temperature,,Real,Temperature,Fahrenheit,FALSE,,,,,,,TRUE
Wash Gun,3,,TRUE,Nozzle Connection Thread Type,,List,,,FALSE,,,"UN, NPT","UN, NPT",,,FALSE
Washer,3,WSHR,TRUE,Washer Coating,,List,,,FALSE,,,"Zinc, Black Oxide, Galvanized, Magnicoat, ","ZINC, BLKOX, GALV, MAGNI",,,
Washer,3,WSHR,TRUE,Washer Grade/Class,3,List,,,FALSE,,,"Grade 2, Grade 5, Grade 8, Class 8.8, Class 10.9, Class 12.9","GD2, GD5, GD8, CL8.8, CL10.9, CL12.9",,,
Washer,3,WSHR,TRUE,Washer ID,,Real,,,FALSE,,,,,,,
Washer,3,WSHR,TRUE,Washer OD,,Real,,,FALSE,,,,,,,
Washer,3,WSHR,TRUE,Washer Thickness,,Real,,,FALSE,,,,,,,
Washer,3,WSHR,TRUE,Washer Material,2,List,,,FALSE,,,"Steel, Brass, Plastic, Aluminum","STL, BRS, PLSTC, AL,",,,
Washer,3,WSHR,TRUE,Washer Type,1,List,,,FALSE,,,"Flat, Split, External Tooth, Internal Tooth, Square, Seal, Wave","FLAT, SP, EXTTOOTH, INTTOOTH, SQ, SEAL, WAVE",,,TRUE
"Pump, Positive Displacement",2,"PUMP,POSDISP",FALSE,Pump Discharge Port Size,,Real,Diameter,Inch,FALSE,,,,,,,TRUE
"Pump, Positive Displacement",2,"PUMP,POSDISP",FALSE,Pump Discharge Port Thread,,List,,,FALSE,,,"BSPP, BSPT, NPT","BSPP, BSPT, NPT",,,TRUE
"Pump, Positive Displacement",2,"PUMP,POSDISP",FALSE,Pump Inlet Port Size,,Real,Diameter,Inch,FALSE,,,,,,,TRUE
"Pump, Positive Displacement",2,"PUMP,POSDISP",FALSE,Pump Inlet Port Thread,,List,,,FALSE,,,"BSPP, BSPT, NPT","BSPP, BSPT, NPT",,,TRUE
"Pump, Positive Displacement",2,"PUMP,POSDISP",FALSE,Max Output Pressure,,Real,Pressure,PSI,FALSE,,,,,,,TRUE
"Pump, Positive Displacement",2,"PUMP,POSDISP",FALSE,Max Flow Rate,2,Real,Volume,GPM,FALSE,,,,,,,TRUE
"Pump, Positive Displacement",2,"PUMP,POSDISP",FALSE,Max Pump Speed,,Real,Angular Velocity,RPM,FALSE,,,,,,,TRUE
"Pump, Positive Displacement",3,"PUMP,POSDISP",FALSE,Pump Type,1,List,,,FALSE,,,"Diaphragm, Gear, Lobe, Piston","DIAPH, GEAR, LOBE, PSTN",,,
Wear Pad,3,WEARPAD,TRUE,Length,,Real,Length,Inch,FALSE,,,,,,,
Wear Pad,3,WEARPAD,TRUE,Pad Thickness,,Real,,,,,,,,,,
Wear Pad,3,WEARPAD,TRUE,Pad Width,,Real,,,,,,,,,,
Wear Pad,3,WEARPAD,TRUE,Pad Material,,List,,,FALSE,,,"Plastic, Ceramic","PLSTC, CERAMIC",,,
Weatherstripping,,,FALSE,Length,,Real,Length,Inch,FALSE,,,,,,,
Weld Ring,3,WELDRING,TRUE,Length,,Real,Length,Inch,FALSE,,,,,,,
Weld Ring,3,WELDRING,TRUE,Weld Ring OD,,Real,,,,,,,,,,
Weld Ring,3,WELDRING,TRUE,Weld Ring Rod OD,,Real,,,,,,,,,,
Weld Ring,3,WELDRING,TRUE,Weld Ring Type,1,List,,,,,,"Oval, Ring, D-Ring, Rod, Loops","OVAL, RING, DRING, ROD, LOOP",,,
Weld Ring,3,WELDRING,TRUE,Weld Ring Width,,Real,,,,,,,,,,
Wheel,2,WHL,TRUE,Wheel Material,,List,,,FALSE,,,"Steel, Alloy, ","STL, ALY",,,
Wheel,2,WHL,TRUE,Wheel OD,,Real,Diameter,Inch,FALSE,,,,,,,
Wheel,2,WHL,TRUE,Wheel Width,,Real,Length,Inch,FALSE,,,,,,,
Wheel,2,WHL,TRUE,Wheel Offset,,Real,Length,Inch,FALSE,,,,,,,
Wheel,2,WHL,TRUE,Wheel No. of Lugs,,Integer,,,FALSE,,,,,,,
Wheel Chock,2,WHLCHOCK,FALSE,"Chock, Wheel OD",,Real,Diameter,Inch,FALSE,,,,,,,
Wheel Chock,2,WHLCHOCK,FALSE,"Chock, Load Rating",,List,,,FALSE,,,"20-50K, 50-80K, 80-150K, 150-550K, 550-1600K","20-50K, 50-80K, 80-150K, 150-550K, 550-1600K",,,
Wiring Harness,2,WH,TRUE,Harness Type,1,List,,,,,,"ADAPTER, ATTACHMENT, CAB, CARRIAGE, CHUTE, CLUTCH, CONSOLE, CONTROL, CONVEYOR, CRANE, DASH, EMISSION, ENGINE, EXTENSION, INFEED, LIGHT, LOADER, MAIN, OPTION, PANEL, POWER, RACK, REMOTE, SEAT, TELEMATICS, TRACK, TRAILER, VALVE, VISE, WINCH","ADAPTER, ATTACHMENT, CAB, CARRIAGE, CHUTE, CLUTCH, CONSOLE, CONTROL, CONVEYOR, CRANE, DASH, EMISSION, ENGINE, EXTENSION, INFEED, LIGHT, LOADER, MAIN, OPTION, PANEL, POWER, RACK, REMOTE, SEAT, TELEMATICS, TRACK, TRAILER, VALVE, VISE, WINCH",,,
